,Family Size,Living with parents?,Mother Edu,Father Edu,Parent Income,Commute time,Avg study time,Educational support,Extra-curricular,Higher studies,Internet at home?,Tuition count,Health,Avg leaves,Performance,Self Awareness,Self Regulation,Motivation,Empathy,Social Skills,Extroverted,Intuitive,Thinking,Perceiving,IX,X,XI,XII,Female,Male,Other means of travel,Travel by Bus,Travel by auto-rikshaw,Travel by car,Travel by walk
771,0.4,1,0.2,0.8,1.0,0.2,0.2,-1,0.8,1,-1,0.6,0.4,0.4,57.4,0.3333333333333333,0.8,0.6666666666666666,0.3333333333333333,0.5333333333333333,0.125,-0.4375,0.375,-0.125,0,0,0,1,1,0,1,0,0,0,0
772,1.0,1,0.4,0.6,0.6,0.4,0.6,1,1.0,1,1,0.6,0.2,0.4,59.4,0.2,0.6,0.7333333333333333,0.4,0.4,0.375,-0.1875,0.125,-0.0625,0,0,0,1,1,0,0,0,1,0,0
775,0.6,1,0.2,0.4,1.0,0.2,0.4,-1,0.8,1,1,0.4,0.4,0.6,69.8,0.4666666666666667,0.8,0.8666666666666667,0.5333333333333333,0.5333333333333333,0.4375,-0.25,0.25,-0.1875,0,0,0,1,1,0,1,0,0,0,0
777,0.5,-1,0.6,0.8,0.2,0.6,0.6,1,1.0,1,1,0.6,0.6,0.4,70.8,0.4,0.6,0.6,0.5333333333333333,0.5333333333333333,-0.0625,0.0,-0.5,0.0,0,0,0,1,1,0,0,0,1,0,0
778,1.0,1,0.6,0.6,0.2,0.4,0.4,1,0.4,1,1,0.6,0.4,0.4,45.6,0.2,0.5333333333333333,0.6666666666666666,0.26666666666666666,0.6,0.3125,-0.375,0.0625,-0.125,0,0,0,1,1,0,0,0,1,0,0
779,0.5,1,0.2,0.4,0.2,0.4,0.4,1,0.6,1,-1,0.4,0.2,0.4,56.6,0.26666666666666666,0.4666666666666667,0.5333333333333333,0.4,0.6666666666666666,0.3125,-0.3125,0.3125,-0.125,0,0,0,1,1,0,1,0,0,0,0
780,0.5,1,0.6,0.4,0.2,0.8,0.6,1,0.4,1,1,0.6,0.6,0.4,58.8,0.3333333333333333,0.4,0.6,0.4666666666666667,0.5333333333333333,-0.1875,-0.1875,0.25,-0.25,0,0,0,1,1,0,0,0,1,0,0
783,0.6,1,0.4,0.4,0.4,0.8,0.4,1,0.4,1,1,0.6,0.4,0.6,57.6,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.4666666666666667,-0.375,0.375,-0.125,0.25,0,0,0,1,1,0,0,0,1,0,0
784,0.5,1,0.6,0.6,0.2,0.4,0.4,1,0.4,1,1,0.4,0.6,0.6,73.6,0.4,0.6,0.5333333333333333,0.3333333333333333,0.4666666666666667,0.0,0.0625,-0.125,0.0625,0,0,0,1,1,0,0,0,1,0,0
785,1.0,-1,0.6,0.6,1.0,0.4,0.6,1,0.4,1,1,0.4,0.6,0.4,57.6,0.26666666666666666,0.6666666666666666,0.5333333333333333,0.26666666666666666,0.6,0.0625,-0.375,0.4375,-0.1875,0,0,0,1,1,0,0,0,1,0,0
786,0.6,1,0.4,0.6,0.4,0.4,0.6,1,1.0,1,1,0.4,0.6,0.6,42.6,0.2,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.25,0.125,0.0,-0.3125,0,0,0,1,1,0,1,0,0,0,0
787,0.4,1,0.2,0.8,1.0,0.6,0.4,1,0.4,1,1,0.8,0.8,0.4,54.6,0.3333333333333333,0.8666666666666667,0.5333333333333333,0.4666666666666667,0.6,0.375,-0.375,0.25,-0.125,0,0,0,1,1,0,0,0,1,0,0
792,0.4,1,0.6,0.6,1.0,0.8,0.4,1,0.2,0,1,0.8,0.2,0.6,53.0,0.7333333333333333,0.9333333333333333,0.5333333333333333,0.2,0.4666666666666667,-0.0625,0.0625,0.0625,0.25,0,0,0,1,0,1,1,0,0,0,0
793,1.0,1,0.6,0.6,0.4,0.6,0.4,1,0.2,1,1,0.6,0.4,0.4,43.6,0.2,0.26666666666666666,0.4666666666666667,0.6,0.6666666666666666,0.5625,0.125,0.1875,-0.3125,0,0,0,1,0,1,1,0,0,0,0
794,0.4,-1,0.4,0.4,1.0,0.8,0.6,1,0.2,1,1,0.6,0.4,0.4,79.8,0.2,0.7333333333333333,0.6,0.6,0.4666666666666667,0.125,-0.0625,-0.5625,-0.1875,0,0,0,1,0,1,0,1,0,0,0
795,0.4,1,0.8,0.8,0.4,0.6,0.4,1,0.2,1,1,0.6,0.4,0.4,46.4,0.3333333333333333,0.6,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.375,0.0,-0.3125,0.125,0,0,0,1,0,1,1,0,0,0,0
796,1.0,1,0.6,0.4,0.4,0.6,0.4,1,0.2,1,1,0.6,0.6,0.6,34.6,0.4666666666666667,0.9333333333333333,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.1875,-0.0625,-0.5625,-0.3125,0,0,0,1,0,1,1,0,0,0,0
798,0.5,1,0.0,0.4,0.4,0.8,0.4,-1,0.6,1,1,0.2,0.6,0.4,58.2,0.3333333333333333,0.6,0.7333333333333333,0.6666666666666666,0.4,-0.25,-0.0625,0.375,0.0,0,0,0,1,0,1,0,1,0,0,0
799,0.4,1,0.6,0.6,0.4,0.4,0.2,1,0.2,1,1,0.6,0.2,0.4,45.6,0.26666666666666666,0.8,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.5,-0.125,-0.0625,0.125,0,0,0,1,0,1,1,0,0,0,0
801,0.4,1,0.2,0.4,0.4,0.8,0.4,1,0.6,1,1,0.6,0.6,0.4,57.0,0.26666666666666666,0.5333333333333333,0.6666666666666666,0.4666666666666667,0.6,-0.375,-0.1875,-0.0625,0.5625,0,0,0,1,0,1,1,0,0,0,0
803,0.5,1,0.6,0.6,0.6,0.8,0.4,1,0.2,1,1,0.2,0.6,0.8,24.0,0.4,0.6666666666666666,0.6666666666666666,0.4666666666666667,0.8,0.0,-0.3125,0.125,0.375,0,0,0,1,0,1,0,1,0,0,0
804,0.4,1,0.6,0.6,0.4,0.4,0.6,1,0.4,1,1,0.4,0.4,0.2,29.6,0.2,0.4666666666666667,0.6666666666666666,0.4,0.6666666666666666,-0.375,-0.0625,0.125,0.9375,0,0,0,1,0,1,1,0,0,0,0
806,0.6,1,0.2,0.0,0.4,0.4,0.4,1,0.4,1,1,0.4,0.6,0.4,41.6,0.5333333333333333,0.4,0.6,0.4,0.6,0.125,-0.125,0.0,0.25,0,0,0,1,0,1,1,0,0,0,0
808,0.5,-1,0.2,0.0,0.4,0.4,0.4,1,0.2,1,1,0.8,0.8,0.6,29.6,0.26666666666666666,0.6,0.6666666666666666,0.4,0.6,-0.125,0.1875,0.375,0.375,0,0,0,1,0,1,1,0,0,0,0
809,0.5,1,0.2,0.6,0.4,0.2,0.4,1,0.2,1,1,0.4,0.4,0.4,51.6,0.26666666666666666,0.6,0.6,0.4,0.6,0.3125,0.125,-0.125,0.625,0,0,0,1,0,1,1,0,0,0,0
810,0.4,-1,0.8,0.6,0.4,0.6,0.6,1,0.4,1,-1,0.8,0.4,0.4,50.4,0.4,0.5333333333333333,0.6,0.5333333333333333,0.6,0.0625,-0.25,-0.25,0.1875,0,0,0,1,0,1,0,0,1,0,0
813,0.6,1,0.0,0.0,1.0,0.2,0.2,1,0.2,1,1,0.6,0.2,0.4,38.8,0.5333333333333333,0.7333333333333333,0.6,0.5333333333333333,0.6666666666666666,0.625,-0.125,-0.0625,0.375,0,0,0,1,0,1,1,0,0,0,0
814,1.0,1,0.0,0.0,0.4,0.8,0.4,-1,0.4,1,1,0.6,0.2,0.4,53.6,0.2,0.4666666666666667,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.5625,-0.375,0.375,-0.5,0,0,0,1,0,1,0,0,1,0,0
815,0.2,-1,0.4,0.6,1.0,0.4,0.6,1,0.6,1,1,0.4,0.4,0.2,42.8,0.2,0.4666666666666667,0.6666666666666666,0.4,0.6666666666666666,-0.3125,0.1875,0.125,0.9375,0,0,0,1,0,1,1,0,0,0,0
816,0.7,1,0.8,0.6,0.6,0.6,0.4,1,0.2,1,1,0.6,0.6,0.4,80.2,0.5333333333333333,0.5333333333333333,0.8,0.5333333333333333,0.6666666666666666,-0.375,-0.0625,0.125,0.25,0,0,0,1,0,1,0,0,0,1,0
817,0.6,1,0.0,0.0,0.2,0.4,0.2,-1,0.4,1,-1,0.2,0.2,0.8,50.6,0.3333333333333333,0.7333333333333333,0.8666666666666667,0.5333333333333333,0.5333333333333333,-0.1875,0.125,0.125,0.125,0,0,0,1,0,1,1,0,0,0,0
819,0.6,1,0.4,0.6,0.8,0.4,0.6,1,0.2,1,1,0.6,0.2,0.4,49.0,0.2,0.7333333333333333,0.4666666666666667,0.2,0.7333333333333333,0.25,-0.625,-0.5625,0.375,0,0,0,1,0,1,1,0,0,0,0
820,0.4,1,0.0,0.0,0.4,0.2,0.4,1,0.6,1,1,0.6,0.2,0.6,31.2,0.26666666666666666,0.4666666666666667,0.8666666666666667,0.6,0.4666666666666667,0.125,-0.125,-0.25,0.5625,0,0,0,1,0,1,1,0,0,0,0
821,0.4,1,0.2,0.6,0.8,0.4,0.4,1,0.6,1,1,0.6,0.2,0.4,47.6,0.2,0.3333333333333333,0.7333333333333333,0.5333333333333333,0.6666666666666666,-0.25,0.125,0.0,0.375,0,0,0,1,0,1,1,0,0,0,0
822,0.4,1,0.6,0.4,1.0,0.8,0.4,1,0.6,1,1,0.6,0.4,0.6,49.4,0.2,0.6,0.6666666666666666,0.4666666666666667,0.4666666666666667,0.0,-0.0625,0.0,0.5,0,0,0,1,0,1,1,0,0,0,0
823,0.4,1,0.0,0.0,0.2,0.8,0.4,1,0.4,1,1,0.4,0.6,0.6,28.2,0.4666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.3125,0.1875,0.375,0.25,0,0,0,1,0,1,0,0,1,0,0
824,0.6,-1,0.2,0.4,0.4,0.6,0.6,1,0.2,1,1,0.6,0.2,0.6,52.6,0.3333333333333333,0.7333333333333333,0.8,0.5333333333333333,0.5333333333333333,0.4375,-0.0625,0.375,-0.25,0,0,0,1,0,1,0,0,1,0,0
826,0.5,1,0.6,0.6,0.4,0.6,0.4,1,0.2,1,1,0.4,0.6,0.2,61.6,0.4,0.6666666666666666,0.8,0.4,0.5333333333333333,0.25,0.1875,-0.25,0.375,0,0,0,1,0,1,1,0,0,0,0
827,0.7,1,0.2,0.6,1.0,0.6,0.4,1,0.4,1,1,0.6,0.6,0.6,63.2,0.3333333333333333,0.6,0.5333333333333333,0.5333333333333333,0.4,0.0,0.1875,0.5625,0.1875,0,0,0,1,0,1,1,0,0,0,0
828,0.6,1,0.6,0.8,0.8,0.4,0.6,1,0.2,1,1,0.6,0.2,0.2,65.2,0.4,0.4,0.7333333333333333,0.4666666666666667,0.3333333333333333,0.0625,-0.1875,-0.125,1.125,0,0,0,1,0,1,1,0,0,0,0
829,0.2,-1,0.2,0.4,0.6,0.4,0.4,1,0.4,1,1,0.6,0.2,0.4,53.6,0.26666666666666666,0.4,0.6666666666666666,0.5333333333333333,0.2,0.375,-0.375,0.0625,0.4375,0,0,0,1,0,1,0,0,0,0,1
